Text,thisN,thisTrialN,thisRepN,BJW_slider.response,BJW_slider.rt,BJW_slider.history,w1,w2,corr_answ,op1,op2,xPos1,yPos1,xPos2,yPos2,or1,or2,time,resp_tren.keys,resp_tren.corr,resp_tren.rt,resp_tren.duration,resp.keys,resp.corr,resp.rt,resp.duration,q_sl,sl_h.response,sl_h.rt,sl_h.history,BJW_trials.thisRepN,BJW_trials.thisTrialN,BJW_trials.thisN,BJW_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_L.thisRepN,loop_L.thisTrialN,loop_L.thisN,loop_L.thisIndex,l_slid.thisRepN,l_slid.thisTrialN,l_slid.thisN,l_slid.thisIndex,thisRow.t,notes,Main_instr.started,main_instr_text.started,main_instr_key.started,Main_instr.stopped,main_instr_key.keys,main_instr_key.rt,main_instr_key.duration,instr_BJW.started,BJW_inst_text.started,BJW_key_resp.started,instr_BJW.stopped,BJW_key_resp.keys,BJW_key_resp.rt,BJW_key_resp.duration,BJW.started,BJW_text.started,BJW.stopped,BJW_trials.BJW_slider.response,BJW_trials.BJW_slider.rt,BJW_trials.BJW_slider.history,instr.started,instr.stopped,resp_instr.keys,resp_instr.rt,resp_instr.duration,instr_2.started,text_3.started,key_resp.started,instr_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,tren.started,pol_1.started,pol_2.started,text_tren.started,tren.stopped,trials.resp_tren.keys,trials.resp_tren.corr,trials.resp_tren.rt,trials.resp_tren.duration,fb_tren.started,text_fb_tren.started,text_fb_tren.stopped,fb_tren.stopped,instr3.started,instr3.stopped,reesp_instr.keys,reesp_instr.rt,reesp_instr.duration,task_L.started,resp.started,task_L.stopped,loop_L.resp.keys,loop_L.resp.corr,loop_L.resp.rt,loop_L.resp.duration,fb_task.started,fb_task.stopped,corr_sum,mean_rt,sd_rt,slider.started,sl_h.started,text_sl.started,slider.stopped,l_slid.sl_h.response,l_slid.sl_h.rt,l_slid.sl_h.history,fin_sum.started,text_5.started,key_resp_2.started,text_5.stopped,key_resp_2.stopped,fin_sum.stopped,key_resp_2.keys,Get_points.started,text_6.started,textbox.started,Get_points.stopped,textbox.text,send_experiment_to_osf.started,send_experiment_to_osf.stopped,data_saved_debug.started,result_data_saved_debug.started,result_data_saved_debug.stopped,data_saved_debug.stopped,thanks.started,text_th.started,text_th.stopped,gebug.started,gebug.stopped,thanks.stopped,name,gender,ag,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,11,11,0,,,,0.15,0.14,left,0.8,0.16,-0.3,0.15,0.3,-0.18,30,15,1.5,,,,,right,0,0.04804100000001199,None,,,,,,,,,,,,,0,11,11,11,,,,,25.31343525000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.304612083000393,25.31343525000011,25.365598417,right,0,0.04804100000001199,None,25.367811207999694,25.662844832999326,7,0.10356585424991256,0.11196494367916451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,12,12,0,,,,0.12,0.13,right,0.45,0.85,-0.2,0.0,0.2,0.2,5,10,1.0,,,,,right,1,0.0784570839987282,None,,,,,,,,,,,,,0,12,12,12,,,,,25.673289000000295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.66396999999961,25.673289000000295,25.755143832999238,right,1,0.0784570839987282,None,25.757435875000738,26.054729499999667,8,0.10163441038443685,0.10778030986159451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,13,13,0,,,,0.13,0.14,right,0.46,0.25,-0.2,0.2,0.2,-0.2,10,25,1.5,,,,,right,1,0.05866245799916214,None,,,,,,,,,,,,,0,13,13,13,,,,,26.06576354199933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.05599458299912,26.06576354199933,26.1320442920005,right,1,0.05866245799916214,None,26.132141833000787,26.42816012500043,9,0.09856498521406008,0.10444767214110066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,14,14,0,,,,0.18,0.19,left,0.4,0.19,-0.3,0.2,0.3,-0.2,45,5,0.6,,,,,right,0,0.06922987500001909,None,,,,,,,,,,,,,0,14,14,14,,,,,26.438129374999335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.428865166999458,26.438129374999335,26.513950541999293,right,0,0.06922987500001909,None,26.51576141700025,26.811730499999612,9,0.09660931119979069,0.10117101225095608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,15,15,0,,,,0.14,0.15,right,0.47,0.75,-0.2,-0.2,0.2,0.2,35,8,1.5,,,,,right,1,0.06069479100005992,None,,,,,,,,,,,,,0,15,15,15,,,,,26.83593375000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.812938417000623,26.83593375000055,26.90445520799949,right,1,0.06069479100005992,None,26.90637204199993,27.2044737920005,10,0.09436465368730751,0.09834341702735175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,16,16,0,,,,0.15,0.16,right,0.48,0.15,-0.2,0.21,0.2,0.18,9,25,1.0,,,,,right,1,0.05553479199988942,None,,,,,,,,,,,,,0,16,16,16,,,,,27.21452095799941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.205725042000267,27.21452095799941,27.277745833000154,right,1,0.05553479199988942,None,27.277833957999974,27.570663000000422,11,0.09208054417628292,0.09584359479169909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,17,17,0,,,,0.16,0.17,right,0.49,0.78,-0.2,0.15,0.2,-0.18,30,5,1.5,,,,,right,1,0.05608291700082191,None,,,,,,,,,,,,,0,17,17,17,,,,,27.58732025000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.57191525000053,27.58732025000063,27.648365791999822,right,1,0.05608291700082191,None,27.648516666999058,27.94465712499914,12,0.09008067599986841,0.09350750056586987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,18,18,0,,,,0.21,0.2,left,0.16,0.7,-0.18,0.15,0.18,-0.18,5,45,2.5,,,,,right,0,0.05228545899990422,None,,,,,,,,,,,,,0,18,18,18,,,,,27.95535587499944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.945433332999528,27.95535587499944,28.01507112500076,right,0,0.05228545899990422,None,28.01676687500003,28.313175749999573,12,0.08809145405250188,0.09140397413630139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,19,19,0,,,,0.22,0.21,left,0.17,0.8,-0.18,-0.22,0.18,0.18,45,5,1.0,,,,,right,0,0.04712283399931039,None,,,,,,,,,,,,,0,19,19,19,,,,,28.323461750000206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.314296500000637,28.323461750000206,28.373182125000312,right,0,0.04712283399931039,None,28.373263666999264,28.67020679199959,12,0.08604302304984231,0.0895359005393627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,20,20,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,0.6,,,,,right,0,0.05508091699994111,None,,,,,,,,,,,,,0,20,20,20,,,,,28.6797191250007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.67089891700016,28.6797191250007,28.739594667000347,right,0,0.05508091699994111,None,28.739675208000335,29.037560708000456,12,0.08456863704746606,0.08762652121447681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,21,21,0,,,,0.17,0.16,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,2.5,,,,,right,0,0.3225385420009843,None,,,,,,,,,,,,,0,21,21,21,,,,,29.047693332999188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.038704208000127,29.047693332999188,29.04846041699966,right,0,0.3225385420009843,None,29.04853729199931,29.34454558300058,12,0.09538545090898962,0.09892654555050476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,22,22,0,,,,0.21,0.22,right,0.54,0.22,-0.2,0.21,0.2,0.18,37,7,1.5,,,,,right,1,0.15440825000041514,None,,,,,,,,,,,,,0,22,22,22,,,,,29.370057542000723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.345359875000213,29.370057542000723,29.530216582999856,right,1,0.15440825000041514,None,29.53232858299998,29.82736208300048,13,0.09795165956513854,0.09749791014814499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,23,23,0,,,,0.22,0.23,right,0.15,0.5,-0.2,0.15,0.2,-0.18,45,3,1.0,,,,,right,1,0.40042679100042733,None,,,,,,,,,,,,,0,23,23,23,,,,,29.838369499999317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.82846708299985,29.838369499999317,29.839222541999334,right,1,0.40042679100042733,None,29.839309541999683,30.137869791999037,14,0.11055479004160891,0.11297371536193554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,24,24,0,,,,0.28,0.27,left,0.13,0.85,-0.18,-0.22,0.18,0.18,5,45,1.0,,,,,right,0,0.17537350000020524,None,,,,,,,,,,,,,0,24,24,24,,,,,30.148504999999204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13898983299987,30.148504999999204,30.33405091699933,right,0,0.17537350000020524,None,30.33655295800054,30.63682370800052,14,0.11314753843995277,0.11141756688396669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,25,25,0,,,,0.24,0.25,right,0.13,0.85,-0.3,-0.2,0.3,0.2,0,45,1.5,,,,,right,1,0.4386847919995489,None,,,,,,,,,,,,,0,25,25,25,,,,,30.64629820799928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.637904625000374,30.64629820799928,30.646953666999252,right,1,0.4386847919995489,None,30.648684333000347,30.94355616699977,15,0.12566820203839876,0.12591899353783625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,26,26,0,,,,0.25,0.26,right,0.54,0.22,-0.3,0.2,0.3,-0.2,37,7,2.5,,,,,right,1,0.14260175000163144,None,,,,,,,,,,,,,0,26,26,26,,,,,30.954692541999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.944274792000215,30.954692541999975,31.104191374999573,right,1,0.14260175000163144,None,31.1042674170003,31.405591541999456,16,0.12629537048148146,0.12360653541586049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,27,27,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,2.5,,,,,right,0,0.18773958299971127,None,,,,,,,,,,,,,0,27,27,27,,,,,31.415657499999725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.406818292000025,31.415657499999725,31.606568291999793,right,0,0.18773958299971127,None,31.609036125000785,31.9037061250001,16,0.12848980664284682,0.12191362530540142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,28,28,0,,,,0.12,0.13,right,0.45,0.85,-0.2,0.0,0.2,0.2,5,10,1.0,,,,,right,1,0.44718462499986344,None,,,,,,,,,,,,,0,28,28,28,,,,,31.912687207999625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.90442450000046,31.912687207999625,31.91324354199969,right,1,0.44718462499986344,None,31.91499204200045,32.21417204200043,17,0.13947928313791635,0.13316132230923045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,29,29,0,,,,0.23,0.17,right,0.52,0.2,-0.3,-0.22,0.3,0.18,36,10,1.0,,,,,right,1,0.1510687500012864,None,,,,,,,,,,,,,0,29,29,29,,,,,32.22393408300013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.215314832999866,32.22393408300013,32.37770012500005,right,1,0.1510687500012864,None,32.377782875000776,32.671697707999556,18,0.13986559870002868,0.13093968504186843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,30,30,0,,,,0.17,0.18,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.5,,,,,right,0,0.4025909580013831,None,,,,,,,,,,,,,0,30,30,30,,,,,32.68268575000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.67286966699976,32.68268575000002,32.684575417000815,right,0,0.4025909580013831,None,32.68703029199969,32.97903062499972,18,0.14834061029039497,0.13691933668673198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,31,31,0,,,,0.13,0.14,right,0.46,0.25,-0.2,0.2,0.2,-0.2,10,25,0.6,,,,,right,1,0.11360320799940382,None,,,,,,,,,,,,,0,31,31,31,,,,,32.989059416999226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.97978229199907,32.989059416999226,33.105723541999396,right,1,0.11360320799940382,None,33.10769495800014,33.419685999999274,19,0.1472550664688015,0.13489846015455773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,32,32,0,,,,0.19,0.2,left,0.5,0.2,-0.3,-0.2,0.3,0.2,30,15,1.5,,,,,right,0,0.11072425000020303,None,,,,,,,,,,,,,0,32,32,32,,,,,33.43719354200039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.420836666999094,33.43719354200039,33.55445383299957,right,0,0.11072425000020303,None,33.556263167,33.854354082999635,19,0.14614807203035912,0.1329863386475953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,33,33,0,,,,0.2,0.21,left,0.15,0.6,-0.3,0.21,0.3,0.18,6,47,1.0,,,,,right,0,0.10825583299993013,None,,,,,,,,,,,,,0,33,33,33,,,,,33.86448691700025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.855493625000236,33.86448691700025,33.975102624999636,right,0,0.10825583299993013,None,33.9751893749999,34.27174083299906,19,0.14503359441181707,0.13117239201702208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,34,34,0,,,,0.19,0.2,right,0.52,0.2,-0.2,0.2,0.2,-0.2,36,10,1.5,,,,,right,1,0.09486275000017486,None,,,,,,,,,,,,,0,34,34,34,,,,,34.28186329200071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.27288720800061,34.28186329200071,34.381080957999075,right,1,0.09486275000017486,None,34.384135917000094,34.68675791699934,20,0.1436001417143416,0.12955482839660806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,35,35,0,,,,0.24,0.23,left,0.7,0.16,-0.18,0.2,0.18,-0.2,6,47,1.5,,,,,right,0,0.05580345899943495,None,,,,,,,,,,,,,0,35,35,35,,,,,34.69826666699919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.687898750000386,34.69826666699919,34.75576983300016,right,0,0.05580345899943495,None,34.75763704199926,35.054533708000235,20,0.14116134497226085,0.12855500485768953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,36,36,0,,,,0.25,0.24,left,0.8,0.17,-0.18,-0.2,0.18,0.2,25,4,0.6,,,,,right,0,0.07464720900134125,None,,,,,,,,,,,,,0,36,36,36,,,,,35.064383375000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.05582937500003,35.064383375000034,35.14652162499988,right,0,0.07464720900134125,None,35.14661237499968,35.44639579199975,20,0.13936366562169544,0.12726377938008226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,37,37,0,,,,0.26,0.25,left,0.25,0.25,-0.18,0.21,0.18,0.18,3,45,2.5,,,,,right,0,0.045907416999398265,None,,,,,,,,,,,,,0,37,37,37,,,,,35.45636525000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.44718629199997,35.45636525000009,35.507446666999385,right,0,0.045907416999398265,None,35.507514249999076,35.80291341699922,20,0.1369042906579508,0.12646601368978946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,38,38,0,,,,0.27,0.26,left,0.52,0.2,-0.18,0.15,0.18,-0.18,20,4,1.0,,,,,right,0,0.03497425000023213,None,,,,,,,,,,,,,0,38,38,38,,,,,35.81188487500003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.803659125000195,35.81188487500003,35.854549583000335,right,0,0.03497425000023213,None,35.85462629200083,36.153743041999405,20,0.13429069987185543,0.12586950194543306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,39,39,0,,,,0.23,0.22,left,0.6,0.15,-0.18,-0.2,0.18,0.2,30,15,1.5,,,,,right,0,0.026272291999703157,None,,,,,,,,,,,,,0,39,39,39,,,,,36.16322529200079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.15446591699947,36.16322529200079,36.19572441700075,right,0,0.026272291999703157,None,36.19579250000061,36.49666291699941,20,0.13159023967505162,0.12542511773045276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Это было сложно?,5.057813911472448,1.7032077080002637,"[(np.float64(5.057813911472448), 1.7032077080002637)]",,,,,,,,,,,,,0,0,0,0,36.522705792000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.50900733299932,36.522705792000124,36.522705792000124,38.21896279199973,5.057813911472448,1.7032077080002637,"[(np.float64(5.057813911472448), 1.7032077080002637)]",,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,Вы могли контролировать ситуацию?,5.057813911472448,0.2920923749989015,"[(np.float64(5.057813911472448), 0.2920923749989015)]",,,,,,,,,,,,,0,1,1,1,38.22799145799945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.220999957999084,38.22799145799945,38.22799145799945,38.5196463329994,5.057813911472448,0.2920923749989015,"[(np.float64(5.057813911472448), 0.2920923749989015)]",,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,Насколько результат зависел от Вас?,5.057813911472448,0.18387033399994834,"[(np.float64(5.057813911472448), 0.18387033399994834)]",,,,,,,,,,,,,0,2,2,2,38.529601292000734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.52231454200046,38.529601292000734,38.529601292000734,38.71355758299978,5.057813911472448,0.18387033399994834,"[(np.float64(5.057813911472448), 0.18387033399994834)]",,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,Насколько успешно получалось сравнивать квадраты?,5.057813911472448,0.16601412500131119,"[(np.float64(5.057813911472448), 0.16601412500131119)]",,,,,,,,,,,,,0,3,3,3,38.72547416700036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.716345541999544,38.72547416700036,38.72547416700036,38.88952912499917,5.057813911472448,0.16601412500131119,"[(np.float64(5.057813911472448), 0.16601412500131119)]",,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,Вы довольны результатом?,5.057813911472448,0.15699195799970767,"[(np.float64(5.057813911472448), 0.15699195799970767)]",,,,,,,,,,,,,0,4,4,4,38.90267579200008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89166287499938,38.90267579200008,38.90267579200008,39.05653308299952,5.057813911472448,0.15699195799970767,"[(np.float64(5.057813911472448), 0.15699195799970767)]",,,,,,,,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.060025582999515,39.069548499999655,39.069548499999655,40.3671267080008,40.3671267080008,40.35363833299925,None,,,,,,,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.35395708299984,40.3671267080008,40.3671267080008,44.57920962500066,"   kk
",,,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.57926716700058,44.57946683299997,,,,,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.579493417000776,44.591481166999074,47.58670258299935,47.57802674999948,,,,,,,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.57807329199932,47.58670258299935,48.57879554200008,48.57879554200008,51.5717230829996,51.56341995799994,f,,,2026-04-08_00h56.48.314,4_calibr_sum,,2025.1.1,120.50588369917692,2026-04-08 00h56.59.735471 +0400,
