Text,thisN,thisTrialN,thisRepN,BJW_slider.response,BJW_slider.rt,BJW_slider.history,w1,w2,corr_answ,op1,op2,xPos1,yPos1,xPos2,yPos2,or1,or2,time,resp_tren.keys,resp_tren.corr,resp_tren.rt,resp_tren.duration,resp.keys,resp.corr,resp.rt,resp.duration,q_sl,sl_h.response,sl_h.rt,sl_h.history,BJW_trials.thisRepN,BJW_trials.thisTrialN,BJW_trials.thisN,BJW_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_L.thisRepN,loop_L.thisTrialN,loop_L.thisN,loop_L.thisIndex,l_slid.thisRepN,l_slid.thisTrialN,l_slid.thisN,l_slid.thisIndex,thisRow.t,notes,Main_instr.started,main_instr_text.started,main_instr_key.started,Main_instr.stopped,main_instr_key.keys,main_instr_key.rt,main_instr_key.duration,instr_BJW.started,BJW_inst_text.started,BJW_key_resp.started,instr_BJW.stopped,BJW_key_resp.keys,BJW_key_resp.rt,BJW_key_resp.duration,BJW.started,BJW_text.started,BJW.stopped,BJW_trials.BJW_slider.response,BJW_trials.BJW_slider.rt,BJW_trials.BJW_slider.history,instr.started,instr.stopped,resp_instr.keys,resp_instr.rt,resp_instr.duration,instr_2.started,text_3.started,key_resp.started,instr_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,tren.started,pol_1.started,pol_2.started,text_tren.started,tren.stopped,trials.resp_tren.keys,trials.resp_tren.corr,trials.resp_tren.rt,trials.resp_tren.duration,fb_tren.started,text_fb_tren.started,fb_tren.stopped,text_fb_tren.stopped,instr3.started,instr3.stopped,reesp_instr.keys,reesp_instr.rt,reesp_instr.duration,task_L.started,resp.started,task_L.stopped,loop_L.resp.keys,loop_L.resp.corr,loop_L.resp.rt,loop_L.resp.duration,fb_task.started,fb_task.stopped,corr_sum,mean_rt,sd_rt,resp.stopped,slider.started,sl_h.started,text_sl.started,slider.stopped,l_slid.sl_h.response,l_slid.sl_h.rt,l_slid.sl_h.history,fin_sum.started,text_5.started,key_resp_2.started,text_5.stopped,key_resp_2.stopped,fin_sum.stopped,key_resp_2.keys,Get_points.started,textbox.started,Get_points.stopped,textbox.text,thanks.started,text_th.started,text_th.stopped,thanks.stopped,name,gender,ag,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,12,12,0,,,,0.21,0.2,left,0.16,0.7,-0.18,0.15,0.18,-0.18,5,45,1.0,,,,,right,0,0.9186779580195434,None,,,,,,,,,,,,,0,12,12,18,,,,,24.77052283397643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.761087624996435,24.77052283397643,25.693339249992277,right,0,0.9186779580195434,None,25.69534679199569,25.991475709015504,8,0.4990271409937682,0.27426212488596363,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,13,13,0,,,,0.2,0.21,left,0.15,0.6,-0.3,0.21,0.3,0.18,6,47,1.5,,,,,right,0,0.26890954200644046,None,,,,,,,,,,,,,0,13,13,33,,,,,26.001404875016306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.992614999995567,26.001404875016306,26.278418292000424,right,0,0.26890954200644046,None,26.27848241699394,26.576009000011254,8,0.4825901696375305,0.27084892255529547,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,14,14,0,,,,0.12,0.13,right,0.45,0.85,-0.2,0.0,0.2,0.2,5,10,1.5,,,,,right,1,0.30799554201075807,None,,,,,,,,,,,,,0,14,14,28,,,,,26.601273541979026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.577168709016405,26.601273541979026,26.91890124999918,right,1,0.30799554201075807,None,26.920557749981526,27.21847170899855,9,0.4709505277957457,0.26526452319073984,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,15,15,0,,,,0.19,0.2,left,0.5,0.2,-0.3,-0.2,0.3,0.2,30,15,1.5,,,,,right,0,0.456136625027284,None,,,,,,,,,,,,,0,15,15,32,,,,,27.227968999999575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.219733292004094,27.227968999999575,27.686093209020328,right,0,0.456136625027284,None,27.68821883399505,27.984752291988116,9,0.4700246588727168,0.2568663009399527,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,16,16,0,,,,0.26,0.27,right,0.15,0.5,-0.3,-0.2,0.3,0.2,5,45,1.0,,,,,right,1,0.43401058396557346,None,,,,,,,,,,,,,0,16,16,10,,,,,27.99485629197443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.985898791986983,27.99485629197443,28.430366749991663,right,1,0.43401058396557346,None,28.432314749981742,28.726176249969285,10,0.467906183878179,0.2493409505560685,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,17,17,0,,,,0.15,0.14,left,0.8,0.16,-0.3,0.15,0.3,-0.18,30,15,0.5,,,,,right,0,0.2619182909838855,None,,,,,,,,,,,,,0,17,17,1,,,,,28.73639274999732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.72737204201985,28.73639274999732,29.002333124983124,right,0,0.2619182909838855,None,29.004213958978653,29.30288529198151,10,0.45646241205071825,0.24686694540278104,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,18,18,0,,,,0.15,0.16,right,0.48,0.15,-0.2,0.21,0.2,0.18,9,25,1.0,,,,,None,0,,,,,,,,,,,,,,,0,18,18,16,,,,,29.312761041976046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.30407266697148,29.312761041976046,30.301761334005278,None,0,,,30.308390584017616,30.60231908399146,10,0.45646241205071825,0.24686694540278104,30.31505383399781,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,19,19,0,,,,0.26,0.25,left,0.25,0.25,-0.18,0.21,0.18,0.18,3,45,1.5,,,,,right,0,0.5902434160234407,None,,,,,,,,,,,,,0,19,19,37,,,,,30.612145417020656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.603174292016774,30.612145417020656,31.210333209019154,right,0,0.5902434160234407,None,31.2114542920026,31.510286083968822,10,0.46350351752296676,0.24213247657665984,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,20,20,0,,,,0.15,0.14,left,0.8,0.16,-0.3,0.15,0.3,-0.18,30,15,1.0,,,,,None,0,,,,,,,,,,,,,,,0,20,20,11,,,,,31.520120958972257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.511188709002454,31.520120958972257,32.51165724999737,None,0,,,32.5136348339729,32.81094083399512,10,0.46350351752296676,0.24213247657665984,32.521411791967694,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,21,21,0,,,,0.18,0.17,left,0.4,0.19,-0.3,0.2,0.3,-0.2,45,5,0.7,,,,,None,0,,,,,,,,,,,,,,,0,21,21,6,,,,,32.83449291699799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.81176529201912,32.83449291699799,33.51752808399033,None,0,,,33.517607250018045,33.818891584000085,10,0.46350351752296676,0.24213247657665984,33.523914791992866,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,22,22,0,,,,0.15,0.16,right,0.48,0.15,-0.2,0.21,0.2,0.18,9,25,0.7,,,,,right,1,0.9822802079725079,None,,,,,,,,,,,,,0,22,22,5,,,,,33.83352524996735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.819909458979964,33.83352524996735,33.834113334014546,right,1,0.9822802079725079,None,33.83610554196639,34.12670424999669,11,0.48944235204544384,0.2616875407691278,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,23,23,0,,,,0.16,0.17,right,0.49,0.78,-0.2,0.15,0.2,-0.18,30,5,0.7,,,,,right,1,0.35033191699767485,None,,,,,,,,,,,,,0,23,23,7,,,,,34.134896375006065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.12714250001591,34.134896375006065,34.48806025000522,right,1,0.35033191699767485,None,34.48820895899553,34.784202124981675,12,0.4828180456145977,0.2570934222330542,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,24,24,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,1.5,,,,,right,0,0.728317666973453,None,,,,,,,,,,,,,0,24,24,27,,,,,34.79227820900269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.78506958397338,34.79227820900269,35.527299500012305,right,0,0.728317666973453,None,35.52922383398982,35.82575233397074,12,0.4939771193127275,0.25633501681351833,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,25,25,0,,,,0.28,0.27,left,0.13,0.85,-0.18,-0.22,0.18,0.18,5,45,1.5,,,,,right,0,0.318220375047531,None,,,,,,,,,,,,,0,25,25,24,,,,,35.83617099997355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.82705449999776,35.83617099997355,36.1707409999799,right,0,0.318220375047531,None,36.170817625010386,36.46798045898322,12,0.4863355217359798,0.25324978813922516,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,26,26,0,,,,0.12,0.13,right,0.45,0.85,-0.2,0.0,0.2,0.2,5,10,1.0,,,,,right,1,0.37463395902886987,None,,,,,,,,,,,,,0,26,26,12,,,,,36.47803987498628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.46911620901665,36.47803987498628,36.870318249973934,right,1,0.37463395902886987,None,36.873015958990436,37.169415541982744,13,0.4816812899565169,0.24892040424410597,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,27,27,0,,,,0.23,0.22,left,0.6,0.15,-0.18,-0.2,0.18,0.2,30,15,1.5,,,,,right,0,0.45015250000869855,None,,,,,,,,,,,,,0,27,27,39,,,,,37.178291374992114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.170744958973955,37.178291374992114,37.63583345897496,right,0,0.45015250000869855,None,37.63779595901724,37.93597045901697,13,0.48042013835860414,0.2439694346092502,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,28,28,0,,,,0.27,0.26,left,0.52,0.2,-0.18,0.15,0.18,-0.18,20,4,1.5,,,,,right,0,0.3192865840392187,None,,,,,,,,,,,,,0,28,28,38,,,,,37.94444941700203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.93677641701652,37.94444941700203,38.26914258400211,right,0,0.3192865840392187,None,38.26923599996371,38.56852445896948,13,0.47422269396170474,0.2412302229177921,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,29,29,0,,,,0.18,0.19,left,0.4,0.19,-0.3,0.2,0.3,-0.2,45,5,1.5,,,,,right,0,0.28363783296663314,None,,,,,,,,,,,,,0,29,29,31,,,,,38.57855999999447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.56987812498119,38.57855999999447,38.869061167002656,right,0,0.28363783296663314,None,38.86916591698537,39.16879708401393,13,0.4671639954063317,0.2394414673569001,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,30,30,0,,,,0.14,0.13,left,0.15,0.5,-0.3,0.21,0.3,0.18,45,5,0.7,,,,,right,0,0.38257912499830127,None,,,,,,,,,,,,,0,30,30,8,,,,,39.18002395896474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.16985029197531,39.18002395896474,39.568436999979895,right,0,0.38257912499830127,None,39.568548000010196,39.86153962498065,13,0.4641431071774735,0.23565023405563204,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,31,31,0,,,,0.14,0.13,left,0.15,0.5,-0.3,0.21,0.3,0.18,45,5,0.5,,,,,right,0,0.3301204580347985,None,,,,,,,,,,,,,0,31,31,0,,,,,39.871821958979126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.86280437500682,39.871821958979126,40.207219125004485,right,0,0.3301204580347985,None,40.20729900000151,40.502157958981115,13,0.4595216365173812,0.2328394153914916,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,32,32,0,,,,0.21,0.22,right,0.54,0.22,-0.2,0.21,0.2,0.18,37,7,1.5,,,,,right,1,0.3235418330295943,None,,,,,,,,,,,,,0,32,32,22,,,,,40.51797762501519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.50336558400886,40.51797762501519,40.84767158399336,right,1,0.3235418330295943,None,40.8497670419747,41.14202954201028,14,0.4549889764011217,0.23022349750915141,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,33,33,0,,,,0.22,0.21,left,0.17,0.8,-0.18,-0.22,0.18,0.18,45,5,1.0,,,,,right,0,0.4384355000220239,None,,,,,,,,,,,,,0,33,33,19,,,,,41.15212037501624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.14249179197941,41.15212037501624,41.602675166970585,right,0,0.4384355000220239,None,41.60412862501107,41.902604791976046,14,0.4544549932921185,0.22649866071410915,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,34,34,0,,,,0.23,0.17,right,0.52,0.2,-0.3,-0.22,0.3,0.18,36,10,1.5,,,,,right,1,0.3815507080289535,None,,,,,,,,,,,,,0,34,34,29,,,,,41.9152298750123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9041824999731,41.9152298750123,42.302164583990816,right,1,0.3815507080289535,None,42.3038466249709,42.60196858400013,15,0.4521767343776446,0.2232921210569637,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,35,35,0,,,,0.22,0.23,right,0.15,0.5,-0.2,0.15,0.2,-0.18,45,3,1.5,,,,,right,1,0.369189000048209,None,,,,,,,,,,,,,0,35,35,23,,,,,42.61809712497052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.60319141700165,42.61809712497052,42.996096208982635,right,1,0.369189000048209,None,42.996205666975584,43.291173374978825,16,0.4496619545494799,0.22034258110638755,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,36,36,0,,,,0.16,0.17,right,0.49,0.78,-0.2,0.15,0.2,-0.18,30,5,1.0,,,,,None,0,,,,,,,,,,,,,,,0,36,36,17,,,,,43.30323166697053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.29260008397978,43.30323166697053,44.29483833396807,None,0,,,44.29872429202078,44.60210104199359,16,0.4496619545494799,0.22034258110638755,44.30551254196325,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,37,37,0,,,,0.2,0.21,right,0.13,0.85,-0.2,-0.2,0.2,0.2,0,45,1.0,,,,,None,0,,,,,,,,,,,,,,,0,37,37,9,,,,,44.61408795899479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.60330537497066,44.61408795899479,45.61864649999188,None,0,,,45.61878891696688,45.91944145900197,16,0.4496619545494799,0.22034258110638755,45.6352323750034,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,38,38,0,,,,0.25,0.26,right,0.54,0.22,-0.3,0.2,0.3,-0.2,37,7,1.5,,,,,right,1,0.4203247909899801,None,,,,,,,,,,,,,0,38,38,26,,,,,45.93113149999408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.92071020900039,45.93113149999408,46.355548417021055,right,1,0.4203247909899801,None,46.3578777089715,46.66808437497821,17,0.4487990967977299,0.21713464960245488,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,39,39,0,,,,0.25,0.24,left,0.8,0.17,-0.18,-0.2,0.18,0.2,25,4,1.5,,,,,right,0,1.0905826250091195,None,,,,,,,,,,,,,0,39,39,36,,,,,46.68385370896431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.66928762500174,46.68385370896431,47.77972133399453,right,0,1.0905826250091195,None,47.7810959169874,48.076487666985486,17,0.46713576903234105,0.2392327873403658,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Это было сложно?,5.093947606142728,2.6076357499696314,"[(np.float64(5.093947606142728), 2.6076357499696314)]",,,,,,,,,,,,,0,0,0,0,48.10231120901881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.08941362501355,48.10231120901881,48.10231120901881,50.70010745897889,5.093947606142728,2.6076357499696314,"[(np.float64(5.093947606142728), 2.6076357499696314)]",,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,Вы могли контролировать ситуацию?,5.079494128274616,0.6233006659895182,"[(np.float64(5.079494128274616), 0.6233006659895182)]",,,,,,,,,,,,,0,1,1,1,50.71044937497936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.70383029198274,50.71044937497936,50.71044937497936,51.333283542015124,5.079494128274616,0.6233006659895182,"[(np.float64(5.079494128274616), 0.6233006659895182)]",,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,Насколько результат зависел от Вас?,5.079494128274616,1.3503362499759533,"[(np.float64(5.079494128274616), 1.3503362499759533)]",,,,,,,,,,,,,0,2,2,2,51.342988749966025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.33592783397762,51.342988749966025,51.342988749966025,52.69064241700107,5.079494128274616,1.3503362499759533,"[(np.float64(5.079494128274616), 1.3503362499759533)]",,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,Насколько успешно получалось сравнивать квадраты?,5.079494128274616,0.6095845840172842,"[(np.float64(5.079494128274616), 0.6095845840172842)]",,,,,,,,,,,,,0,3,3,3,52.700798959005624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.69364262500312,52.700798959005624,52.700798959005624,53.3072258339962,5.079494128274616,0.6095845840172842,"[(np.float64(5.079494128274616), 0.6095845840172842)]",,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,Вы довольны результатом?,5.079494128274616,0.916366665973328,"[(np.float64(5.079494128274616), 0.916366665973328)]",,,,,,,,,,,,,0,4,4,4,53.31665837496985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.30889562499942,53.31665837496985,53.31665837496985,54.23358225001721,5.079494128274616,0.916366665973328,"[(np.float64(5.079494128274616), 0.916366665973328)]",,,,,,,,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.23639120900771,54.241237959009595,54.241237959009595,55.538268208969384,55.538268208969384,55.52528241701657,None,,,,,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.52686658396851,55.538268208969384,59.93531637499109,Введите номер строки для учета баллов. Затем нажмите на пробел для завершения:6666,,,,,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.93535637500463,59.94513516698498,60.94000399997458,60.934204083983786,,,,2025-12-30_18h58.06.116,4_calibr_sum,,2025.1.1,120.52742749268366,2025-12-30 18h58.10.951137 +0400,
