Text,thisN,thisTrialN,thisRepN,BJW_slider.response,BJW_slider.rt,BJW_slider.history,w1,w2,corr_answ,op1,op2,xPos1,yPos1,xPos2,yPos2,or1,or2,time,resp_tren.keys,resp_tren.corr,resp_tren.rt,resp_tren.duration,resp.keys,resp.corr,resp.rt,resp.duration,q_sl,sl_h.response,sl_h.rt,sl_h.history,BJW_trials.thisRepN,BJW_trials.thisTrialN,BJW_trials.thisN,BJW_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_L.thisRepN,loop_L.thisTrialN,loop_L.thisN,loop_L.thisIndex,l_slid.thisRepN,l_slid.thisTrialN,l_slid.thisN,l_slid.thisIndex,thisRow.t,notes,Main_instr.started,main_instr_text.started,main_instr_key.started,Main_instr.stopped,main_instr_key.keys,main_instr_key.rt,main_instr_key.duration,instr_BJW.started,BJW_inst_text.started,BJW_key_resp.started,instr_BJW.stopped,BJW_key_resp.keys,BJW_key_resp.rt,BJW_key_resp.duration,BJW.started,BJW_text.started,BJW.stopped,BJW_trials.BJW_slider.response,BJW_trials.BJW_slider.rt,BJW_trials.BJW_slider.history,instr.started,instr.stopped,resp_instr.keys,resp_instr.rt,resp_instr.duration,instr_2.started,text_3.started,key_resp.started,instr_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,tren.started,pol_1.started,pol_2.started,text_tren.started,tren.stopped,trials.resp_tren.keys,trials.resp_tren.corr,trials.resp_tren.rt,trials.resp_tren.duration,fb_tren.started,text_fb_tren.started,fb_tren.stopped,text_fb_tren.stopped,instr3.started,instr3.stopped,reesp_instr.keys,reesp_instr.rt,reesp_instr.duration,task_L.started,resp.started,task_L.stopped,loop_L.resp.keys,loop_L.resp.corr,loop_L.resp.rt,loop_L.resp.duration,fb_task.started,fb_task.stopped,corr_sum,mean_rt,sd_rt,slider.started,sl_h.started,text_sl.started,slider.stopped,l_slid.sl_h.response,l_slid.sl_h.rt,l_slid.sl_h.history,fin_sum.started,text_5.started,key_resp_2.started,text_5.stopped,key_resp_2.stopped,fin_sum.stopped,key_resp_2.keys,Get_points.started,Get_points.stopped,gp_key_resp.keys,gp_key_resp.rt,gp_key_resp.duration,thanks.started,text_th.started,thanks.stopped,name,gender,ag,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,12,12,0,,,,0.15,0.16,right,0.48,0.15,-0.2,0.21,0.2,0.18,9,25,0.7,,,,,right,1,0.1745384590467438,None,,,,,,,,,,,,,0,12,12,5,,,,,24.173447874956764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.162707040959504,24.173447874956764,24.35238258296158,right,1,0.1745384590467438,None,24.354438082955312,24.650377582991496,7,0.2361666186927603,0.12218363109233145,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,13,13,0,,,,0.19,0.2,left,0.5,0.2,-0.3,-0.2,0.3,0.2,30,15,1.5,,,,,right,0,0.18717733299126849,None,,,,,,,,,,,,,0,13,13,32,,,,,24.660048457968514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.650861166010145,24.660048457968514,24.862013083009515,right,0,0.18717733299126849,None,24.863344665965997,25.161475125001743,7,0.23266738399979658,0.1184131512047128,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,14,14,0,,,,0.17,0.16,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.5,,,,,right,0,0.16592091601341963,None,,,,,,,,,,,,,0,14,14,21,,,,,25.17085125000449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.162617499998305,25.17085125000449,25.346720708010253,right,0,0.16592091601341963,None,25.346814332995564,25.645047415979207,7,0.22821761946737146,0.11560320820749123,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,15,15,0,,,,0.16,0.17,right,0.49,0.78,-0.2,0.15,0.2,-0.18,30,5,1.0,,,,,right,1,0.1790307909832336,None,,,,,,,,,,,,,0,15,15,17,,,,,25.65499045798788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.646248832985293,25.65499045798788,25.83694337500492,right,1,0.1790307909832336,None,25.838688874966465,26.136245083005633,8,0.22514344268711284,0.11256377673020417,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,16,16,0,,,,0.2,0.21,left,0.15,0.6,-0.3,0.21,0.3,0.18,6,47,1.5,,,,,right,0,0.14332883298629895,None,,,,,,,,,,,,,0,16,16,33,,,,,26.1468186659622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.136827540991362,26.1468186659622,26.29668045800645,right,0,0.14332883298629895,None,26.298295374959707,26.594929290993605,8,0.22033081858706496,0.1108866800218054,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,17,17,0,,,,0.2,0.21,right,0.13,0.85,-0.2,-0.2,0.2,0.2,0,45,1.0,,,,,right,1,0.15446862496901304,None,,,,,,,,,,,,,0,17,17,9,,,,,26.604788707976695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.596101957955398,26.604788707976695,26.766869999992196,right,1,0.15446862496901304,None,26.769480915972963,27.0623929160065,9,0.21667180783050652,0.10881339449301702,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,18,18,0,,,,0.22,0.23,right,0.15,0.5,-0.2,0.15,0.2,-0.18,45,3,1.5,,,,,right,1,0.18051516701234505,None,,,,,,,,,,,,,0,18,18,23,,,,,27.072410958004184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.063586915959604,27.072410958004184,27.26280762499664,right,1,0.18051516701234505,None,27.26287133299047,27.560841124970466,10,0.21476882673481382,0.10621846505420748,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,19,19,0,,,,0.21,0.22,right,0.54,0.22,-0.2,0.21,0.2,0.18,37,7,1.5,,,,,right,1,0.16025708295637742,None,,,,,,,,,,,,,0,19,19,22,,,,,27.569685374968685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.561642082990147,27.569685374968685,27.737158874981105,right,1,0.16025708295637742,None,27.737248790974263,28.036878082959447,11,0.212043239545892,0.10420840603095402,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,20,20,0,,,,0.12,0.13,right,0.45,0.85,-0.2,0.0,0.2,0.2,5,10,1.5,,,,,right,1,0.15077604202087969,None,,,,,,,,,,,,,0,20,20,28,,,,,28.0473959579831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.03805720800301,28.0473959579831,28.20492720796028,right,1,0.15077604202087969,None,28.205023957998492,28.50127412501024,12,0.20912575394946284,0.10253054389894879,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,21,21,0,,,,0.27,0.26,left,0.52,0.2,-0.18,0.15,0.18,-0.18,20,4,1.5,,,,,right,0,0.14148695796029642,None,,,,,,,,,,,,,0,21,21,38,,,,,28.512029082980007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.502455165958963,28.512029082980007,28.656314874999225,right,0,0.14148695796029642,None,28.658491332957055,28.952370540995616,12,0.20605126322268255,0.10115914845347865,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,22,22,0,,,,0.22,0.21,left,0.17,0.8,-0.18,-0.22,0.18,0.18,45,5,1.0,,,,,right,0,0.1472922080429271,None,,,,,,,,,,,,,0,22,22,19,,,,,28.962277207989246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.95303299999796,28.962277207989246,29.11364749999484,right,0,0.1472922080429271,None,29.113738457963336,29.41018816595897,12,0.20349652169312796,0.09965861844871193,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,23,23,0,,,,0.23,0.17,right,0.52,0.2,-0.3,-0.22,0.3,0.18,36,10,1.5,,,,,right,1,0.2409099170472473,None,,,,,,,,,,,,,0,23,23,29,,,,,29.419904250011314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.410844916012138,29.419904250011314,29.662875707959756,right,1,0.2409099170472473,None,29.66478858300252,29.96226174995536,13,0.20505541316621625,0.09784634298317858,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,24,24,0,,,,0.16,0.17,right,0.49,0.78,-0.2,0.15,0.2,-0.18,30,5,0.7,,,,,right,1,0.2608923749648966,None,,,,,,,,,,,,,0,24,24,7,,,,,29.971571500005666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.96345045795897,29.971571500005666,30.23746683297213,right,1,0.2608923749648966,None,30.23757979099173,30.537686124967877,14,0.20728889163816347,0.09649182757003925,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,25,25,0,,,,0.15,0.14,left,0.8,0.16,-0.3,0.15,0.3,-0.18,30,15,0.5,,,,,right,0,0.2583564999513328,None,,,,,,,,,,,,,0,25,25,1,,,,,30.54745491599897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.538855416001752,30.54745491599897,30.81033079099143,right,0,0.2583564999513328,None,30.81253120797919,31.110520540969446,14,0.2092530304194392,0.09512631611219875,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,26,26,0,,,,0.17,0.18,right,0.5,0.2,-0.2,-0.22,0.2,0.18,7,45,0.5,,,,,right,1,0.16250504099298269,None,,,,,,,,,,,,,0,26,26,2,,,,,31.126360290974844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.11149674997432,31.126360290974844,31.29392841598019,right,1,0.16250504099298269,None,31.297175290994346,31.59502591600176,15,0.20752162340364452,0.09376464846794674,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,27,27,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,1.5,,,,,right,0,0.1957147909561172,None,,,,,,,,,,,,,0,27,27,20,,,,,31.605458415986504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.596341916010715,31.605458415986504,31.805133624991868,right,0,0.1957147909561172,None,31.807008915988263,32.10043787496397,15,0.20709995081623284,0.09210112335235357,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,28,28,0,,,,0.17,0.18,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.5,,,,,right,0,0.2613826250308193,None,,,,,,,,,,,,,0,28,28,30,,,,,32.11036324995803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.10116704099346,32.11036324995803,32.38089137501083,right,0,0.2613826250308193,None,32.38099974999204,32.67724024999188,15,0.20897176716845997,0.09103964186950082,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,29,29,0,,,,0.14,0.13,left,0.15,0.5,-0.3,0.21,0.3,0.18,45,5,0.7,,,,,right,0,0.26712158403825015,None,,,,,,,,,,,,,0,29,29,8,,,,,32.68757274997188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.678463666001335,32.68757274997188,32.979590000002645,right,0,0.26712158403825015,None,32.97975850000512,33.27914349996718,15,0.21091009439745298,0.0901160295006152,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,30,30,0,,,,0.24,0.23,left,0.7,0.16,-0.18,0.2,0.18,-0.2,6,47,1.5,,,,,right,0,0.2223661249736324,None,,,,,,,,,,,,,0,30,30,35,,,,,33.28823700000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.27979608299211,33.28823700000066,33.52977949997876,right,0,0.2223661249736324,None,33.5299346660031,33.82765624998137,15,0.2112796437708781,0.08867373511130992,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,31,31,0,,,,0.18,0.19,left,0.4,0.19,-0.3,0.2,0.3,-0.2,45,5,1.5,,,,,right,0,0.33413675002520904,None,,,,,,,,,,,,,0,31,31,31,,,,,33.83720883296337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.828292082995176,33.83720883296337,34.17938474996481,right,0,0.33413675002520904,None,34.17952962499112,34.47802970797056,15,0.21511892834132595,0.08985685759533904,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,32,32,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,1.5,,,,,right,0,0.3390175409731455,None,,,,,,,,,,,,,0,32,32,27,,,,,34.4898646659567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.47955637500854,34.4898646659567,34.83731995796552,right,0,0.3390175409731455,None,34.83740575000411,35.13418091600761,15,0.2188734317544114,0.0909981424834023,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,33,33,0,,,,0.14,0.15,right,0.47,0.75,-0.2,-0.2,0.2,0.2,35,8,1.0,,,,,right,1,0.25829979102127254,None,,,,,,,,,,,,,0,33,33,15,,,,,35.143932040955406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.13460962497629,35.143932040955406,35.4044804580044,right,1,0.25829979102127254,None,35.40652254095767,35.70201166596962,16,0.2200330305563779,0.08989709196946251,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,34,34,0,,,,0.26,0.27,right,0.15,0.5,-0.3,-0.2,0.3,0.2,5,45,1.0,,,,,right,1,0.37037641601637006,None,,,,,,,,,,,,,0,34,34,10,,,,,35.71193445799872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7027939579566,35.71193445799872,36.084285582997836,right,1,0.37037641601637006,None,36.08441979100462,36.37798324995674,17,0.2243285558552348,0.09207572856095243,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,35,35,0,,,,0.23,0.22,left,0.6,0.15,-0.18,-0.2,0.18,0.2,30,15,1.5,,,,,right,0,0.3322932079900056,None,,,,,,,,,,,,,0,35,35,39,,,,,36.39396266598487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.37941333296476,36.39396266598487,36.73288387496723,right,0,0.3322932079900056,None,36.73449062497821,37.02736800001003,17,0.22732757397008957,0.09250532579474707,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,36,36,0,,,,0.14,0.13,left,0.15,0.5,-0.3,0.21,0.3,0.18,45,5,0.5,,,,,right,0,0.4156544160214253,None,,,,,,,,,,,,,0,36,36,0,,,,,37.03558254096424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.02826437499607,37.03558254096424,37.46393266599625,right,0,0.4156544160214253,None,37.464079583005514,37.760548582999036,17,0.23241748862012565,0.09622171788042158,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,37,37,0,,,,0.19,0.2,right,0.52,0.2,-0.2,0.2,0.2,-0.2,36,10,1.5,,,,,right,1,0.3751658749533817,None,,,,,,,,,,,,,0,37,37,34,,,,,37.76982004096499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.76119987497805,37.76982004096499,38.14734641596442,right,1,0.3751658749533817,None,38.14992112497566,38.44420241599437,18,0.23617402510257976,0.09765807226430864,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,38,38,0,,,,0.15,0.16,right,0.48,0.15,-0.2,0.21,0.2,0.18,9,25,1.0,,,,,right,1,0.3899472920456901,None,,,,,,,,,,,,,0,38,38,16,,,,,38.45321295800386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.44535979098873,38.45321295800386,38.846082083007786,right,1,0.3899472920456901,None,38.84617241600063,39.143894790962804,19,0.24011692938317233,0.09941491263726958,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,39,39,0,,,,0.12,0.13,right,0.45,0.85,-0.2,0.0,0.2,0.2,5,10,1.0,,,,,right,1,0.4105419170227833,None,,,,,,,,,,,,,0,39,39,12,,,,,39.15207129099872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.144743582990486,39.15207129099872,39.56596116599394,right,1,0.4105419170227833,None,39.56603562500095,39.86298020801041,20,0.24437755407416262,0.10170646843171091,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Это было сложно?,5.209575429087624,1.7211100420099683,"[(np.float64(5.209575429087624), 1.7211100420099683)]",,,,,,,,,,,,,0,0,0,0,39.89398066600552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8794717079727,39.89398066600552,39.89398066600552,41.604267707967665,5.209575429087624,1.7211100420099683,"[(np.float64(5.209575429087624), 1.7211100420099683)]",,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,Вы могли контролировать ситуацию?,5.209575429087624,0.15063112502684817,"[(np.float64(5.209575429087624), 0.15063112502684817)]",,,,,,,,,,,,,0,1,1,1,41.61607054097112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.60703245800687,41.61607054097112,41.61607054097112,41.76465849997476,5.209575429087624,0.15063112502684817,"[(np.float64(5.209575429087624), 0.15063112502684817)]",,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,Насколько результат зависел от Вас?,5.158988256549232,0.3442049580044113,"[(np.float64(5.158988256549232), 0.3442049580044113)]",,,,,,,,,,,,,0,2,2,2,41.77671416598605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.76774562499486,41.77671416598605,41.77671416598605,42.116046290961094,5.158988256549232,0.3442049580044113,"[(np.float64(5.158988256549232), 0.3442049580044113)]",,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,Насколько успешно получалось сравнивать квадраты?,5.151761517615176,0.15046941698528826,"[(np.float64(5.151761517615176), 0.15046941698528826)]",,,,,,,,,,,,,0,3,3,3,42.12578270799713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.11828512500506,42.12578270799713,42.12578270799713,42.276252250012476,5.151761517615176,0.15046941698528826,"[(np.float64(5.151761517615176), 0.15046941698528826)]",,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,Вы довольны результатом?,5.151761517615176,0.4229521660017781,"[(np.float64(5.151761517615176), 0.4229521660017781)]",,,,,,,,,,,,,0,4,4,4,42.284992832981516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.27809908299241,42.284992832981516,42.284992832981516,42.70934025000315,5.151761517615176,0.4229521660017781,"[(np.float64(5.151761517615176), 0.4229521660017781)]",,,,,,,,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.71209641598398,42.71700704097748,42.71700704097748,44.011146832956,44.011146832956,44.0022206659778,None,,,,,,,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.00226412498159,46.43579483299982,['6'],[2.421862750023138],[None],,,,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.435947332996875,46.44760770798894,47.436101166007575,,,,2025-12-30_18h37.01.284,4_calibr_sum,,2025.1.1,120.70704197794859,2025-12-30 18h37.10.039611 +0400,
