Text,thisN,thisTrialN,thisRepN,BJW_slider.response,BJW_slider.rt,BJW_slider.history,w1,w2,corr_answ,op1,op2,xPos1,yPos1,xPos2,yPos2,or1,or2,time,resp_tren.keys,resp_tren.corr,resp_tren.rt,resp_tren.duration,resp.keys,resp.corr,resp.rt,resp.duration,q_sl,sl_h.response,sl_h.rt,sl_h.history,BJW_trials.thisRepN,BJW_trials.thisTrialN,BJW_trials.thisN,BJW_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_L.thisRepN,loop_L.thisTrialN,loop_L.thisN,loop_L.thisIndex,l_slid.thisRepN,l_slid.thisTrialN,l_slid.thisN,l_slid.thisIndex,thisRow.t,notes,Main_instr.started,main_instr_text.started,main_instr_key.started,Main_instr.stopped,main_instr_key.keys,main_instr_key.rt,main_instr_key.duration,instr_BJW.started,BJW_inst_text.started,BJW_key_resp.started,instr_BJW.stopped,BJW_key_resp.keys,BJW_key_resp.rt,BJW_key_resp.duration,BJW.started,BJW_text.started,BJW.stopped,BJW_trials.BJW_slider.response,BJW_trials.BJW_slider.rt,BJW_trials.BJW_slider.history,instr.started,instr.stopped,resp_instr.keys,resp_instr.rt,resp_instr.duration,instr_2.started,text_3.started,key_resp.started,instr_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,tren.started,pol_1.started,pol_2.started,text_tren.started,tren.stopped,trials.resp_tren.keys,trials.resp_tren.corr,trials.resp_tren.rt,trials.resp_tren.duration,fb_tren.started,text_fb_tren.started,fb_tren.stopped,text_fb_tren.stopped,instr3.started,instr3.stopped,reesp_instr.keys,reesp_instr.rt,reesp_instr.duration,task_L.started,resp.started,task_L.stopped,loop_L.resp.keys,loop_L.resp.corr,loop_L.resp.rt,loop_L.resp.duration,fb_task.started,fb_task.stopped,corr_sum,mean_rt,sd_rt,slider.started,sl_h.started,text_sl.started,slider.stopped,l_slid.sl_h.response,l_slid.sl_h.rt,l_slid.sl_h.history,fin_sum.started,text_5.started,key_resp_2.started,fin_sum.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,Get_points.started,text_6.started,textbox.started,Get_points.stopped,textbox.text,thanks.started,text_th.started,text_th.stopped,thanks.stopped,send_experiment_to_osf.started,text_7.started,text_7.stopped,send_experiment_to_osf.stopped,name,gender,ag,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,12,12,0,,,,0.12,0.13,right,0.45,0.85,-0.2,0.0,0.2,0.2,5,10,1.0,,,,,right,1,0.09812829099973897,None,,,,,,,,,,,,,0,12,12,12,,,,,24.376452625001548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.37082058300075,24.376452625001548,24.47587475000182,right,1,0.09812829099973897,None,24.477392290998978,24.76950666600169,8,0.180062054615029,0.12976234006059534,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,13,13,0,,,,0.13,0.14,right,0.46,0.25,-0.2,0.2,0.2,-0.2,10,25,1.5,,,,,right,1,0.339396499999566,None,,,,,,,,,,,,,0,13,13,13,,,,,24.775158915999782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.770089000001462,24.775158915999782,24.77709591600069,right,1,0.339396499999566,None,24.77715383300165,25.06961016599962,9,0.1914430864282102,0.13160316940608166,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,14,14,0,,,,0.18,0.19,left,0.4,0.19,-0.3,0.2,0.3,-0.2,45,5,0.6,,,,,right,0,0.1545559999976831,None,,,,,,,,,,,,,0,14,14,14,,,,,25.075343290998717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.070217249998677,25.075343290998717,25.07722450000074,right,0,0.1545559999976831,None,25.078576915999292,25.36948808300076,9,0.18898394733284174,0.12747325613297333,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,15,15,0,,,,0.14,0.15,right,0.47,0.75,-0.2,-0.2,0.2,0.2,35,8,1.5,,,,,right,1,0.027938874998653773,None,,,,,,,,,,,,,0,15,15,15,,,,,25.375384875002055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.37009174999912,25.375384875002055,25.409189165999123,right,1,0.027938874998653773,None,25.410630791000585,25.703000458001043,10,0.17891863031195498,0.1294353146972861,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,16,16,0,,,,0.15,0.16,right,0.48,0.15,-0.2,0.21,0.2,0.18,9,25,1.0,,,,,right,1,0.2706638329982525,None,,,,,,,,,,,,,0,16,16,16,,,,,25.708747915999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.703555125001003,25.708747915999993,25.710612499999115,right,1,0.2706638329982525,None,25.71066291600073,26.00282262499968,11,0.18431540694056073,0.12741273020313196,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,17,17,0,,,,0.16,0.17,right,0.49,0.78,-0.2,0.15,0.2,-0.18,30,5,1.5,,,,,right,1,0.2873643329985498,None,,,,,,,,,,,,,0,17,17,17,,,,,26.00843575000181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.003363457999512,26.00843575000181,26.303810249999515,right,1,0.2873643329985498,None,26.30387608300225,26.602864458000113,12,0.19004034727711566,0.1260527220189919,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,18,18,0,,,,0.21,0.2,left,0.16,0.7,-0.18,0.15,0.18,-0.18,5,45,2.5,,,,,right,0,0.536060999998881,None,,,,,,,,,,,,,0,18,18,18,,,,,26.608787916000438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.60347433300194,26.608787916000438,26.610873875000834,right,0,0.536060999998881,None,26.612250875001337,26.90281933300139,12,0.2082519605782612,0.14499290271188922,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,19,19,0,,,,0.22,0.21,left,0.17,0.8,-0.18,-0.22,0.18,0.18,45,5,1.0,,,,,right,0,0.09692312499828404,None,,,,,,,,,,,,,0,19,19,19,,,,,26.90839749999941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.903357582999888,26.90839749999941,27.008992625000246,right,0,0.09692312499828404,None,27.009050832999492,27.30268837499898,12,0.20268551879926236,0.14338938228641304,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,20,20,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,0.6,,,,,right,0,0.37764674999925774,None,,,,,,,,,,,,,0,20,20,20,,,,,27.3082817909999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.303212750000966,27.3082817909999,27.310102666000603,right,0,0.37764674999925774,None,27.310153000002174,27.60341729100037,12,0.21101700599926212,0.14480924138728185,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,21,21,0,,,,0.17,0.16,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,2.5,,,,,right,0,0.11611279199860292,None,,,,,,,,,,,,,0,21,21,21,,,,,27.609602125001402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.60397604100217,27.609602125001402,27.737127874999715,right,0,0.11611279199860292,None,27.737184416000673,28.03661445800026,12,0.20670317809014127,0.1428542571998079,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,22,22,0,,,,0.21,0.22,right,0.54,0.22,-0.2,0.21,0.2,0.18,37,7,1.5,,,,,right,1,0.024685833999683382,None,,,,,,,,,,,,,0,22,22,22,,,,,28.042633041000954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.037246250001772,28.042633041000954,28.070382124999014,right,1,0.024685833999683382,None,28.071997582999757,28.369484708000527,13,0.1987893805209909,0.1445610024292337,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,23,23,0,,,,0.22,0.23,right,0.15,0.5,-0.2,0.15,0.2,-0.18,45,3,1.0,,,,,right,1,0.2689938750008878,None,,,,,,,,,,,,,0,23,23,23,,,,,28.375232708000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.370032875001925,28.375232708000112,28.37708929099972,right,1,0.2689938750008878,None,28.377138832998753,28.66959712500102,14,0.20171456779098662,0.14221090975621412,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,24,24,0,,,,0.28,0.27,left,0.13,0.85,-0.18,-0.22,0.18,0.18,5,45,1.0,,,,,right,0,0.04797537500053295,None,,,,,,,,,,,,,0,24,24,24,,,,,28.675416958001733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.670196333001513,28.675416958001733,28.726084875001106,right,0,0.04797537500053295,None,28.727415541001392,29.01979399999982,14,0.19556500007936847,0.14255734822343288,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,25,25,0,,,,0.24,0.25,right,0.13,0.85,-0.3,-0.2,0.3,0.2,0,45,1.5,,,,,right,1,0.2610803749994375,None,,,,,,,,,,,,,0,25,25,25,,,,,29.02546925000206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.02037633299915,29.02546925000206,29.027663875000144,right,1,0.2610803749994375,None,29.029320249999728,29.319424166002136,15,0.19808482219167883,0.140355608198621,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,26,26,0,,,,0.25,0.26,right,0.54,0.22,-0.3,0.2,0.3,-0.2,37,7,2.5,,,,,right,1,0.06306395800129394,None,,,,,,,,,,,,,0,26,26,26,,,,,29.325096125001437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.319970500000636,29.325096125001437,29.392384499999025,right,1,0.06306395800129394,None,29.392442041000322,29.686264583000593,16,0.1930840494438868,0.14007240729174436,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,27,27,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,2.5,,,,,right,0,0.2836181660022703,None,,,,,,,,,,,,,0,27,27,27,,,,,29.691985375000513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.686847707998822,29.691985375000513,29.69416737500069,right,0,0.2836181660022703,None,29.69561408300069,29.986250833000668,16,0.19631741074954334,0.13857066756111197,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,28,28,0,,,,0.12,0.13,right,0.45,0.85,-0.2,0.0,0.2,0.2,5,10,1.0,,,,,right,1,0.05536241699883249,None,,,,,,,,,,,,,0,28,28,28,,,,,29.992309541001305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.986945208002,29.992309541001305,30.053364166000392,right,1,0.05536241699883249,None,30.054917790999752,30.352902082999208,17,0.19145689372365676,0.13856834906925097,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,29,29,0,,,,0.23,0.17,right,0.52,0.2,-0.3,-0.22,0.3,0.18,36,10,1.0,,,,,right,1,0.13313516600101138,None,,,,,,,,,,,,,0,29,29,29,,,,,30.359085791002144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.353458790999866,30.359085791002144,30.502671750000445,right,1,0.13313516600101138,None,30.50274741600151,30.802641958001914,18,0.1895128361329019,0.13664095002068075,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,30,30,0,,,,0.17,0.18,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.5,,,,,right,0,0.3606088330016064,None,,,,,,,,,,,,,0,30,30,30,,,,,30.80825658300091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.803160915998888,30.80825658300091,30.810133666000183,right,0,0.3606088330016064,None,30.81143024999983,31.10290891600016,18,0.19503206183834398,0.13777634978905823,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,31,31,0,,,,0.13,0.14,right,0.46,0.25,-0.2,0.2,0.2,-0.2,10,25,0.6,,,,,right,1,0.10533441699953983,None,,,,,,,,,,,,,0,31,31,31,,,,,31.108812375001435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.103500833,31.108812375001435,31.220284333001473,right,1,0.10533441699953983,None,31.221853916002146,31.520158874998742,19,0.19222901043713136,0.1365016300014493,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,32,32,0,,,,0.19,0.2,left,0.5,0.2,-0.3,-0.2,0.3,0.2,30,15,1.5,,,,,right,0,0.08428579199971864,None,,,,,,,,,,,,,0,32,32,32,,,,,31.526260582999384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.520752790998813,31.526260582999384,31.619894999999815,right,0,0.08428579199971864,None,31.621475250001822,31.91953837500114,19,0.18895800381781583,0.135685118453596,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,33,33,0,,,,0.2,0.21,left,0.15,0.6,-0.3,0.21,0.3,0.18,6,47,1.0,,,,,right,0,0.06146358399928431,None,,,,,,,,,,,,,0,33,33,33,,,,,31.9253256660013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.92013895800119,31.9253256660013,31.992519874998834,right,0,0.06146358399928431,None,31.99257787500028,32.28656045800017,19,0.1852081679408002,0.13539936996308358,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,34,34,0,,,,0.19,0.2,right,0.52,0.2,-0.2,0.2,0.2,-0.2,36,10,1.5,,,,,right,1,0.10143933300059871,None,,,,,,,,,,,,,0,34,34,34,,,,,32.292202166001516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.28708466600074,32.292202166001516,32.40326404100051,right,1,0.10143933300059871,None,32.40479549999873,32.70294545800061,20,0.18281477265679444,0.1341788108575744,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,35,35,0,,,,0.24,0.23,left,0.7,0.16,-0.18,0.2,0.18,-0.2,6,47,1.5,,,,,right,0,0.09476379199986695,None,,,,,,,,,,,,,0,35,35,35,,,,,32.708851040999434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.70353933300066,32.708851040999434,32.808949458001734,right,0,0.09476379199986695,None,32.8103858329996,33.103377540999645,20,0.18036891208299088,0.13309102771358725,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,36,36,0,,,,0.25,0.24,left,0.8,0.17,-0.18,-0.2,0.18,0.2,25,4,0.6,,,,,right,0,0.10215929200057872,None,,,,,,,,,,,,,0,36,36,36,,,,,33.109650582999166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.10397224999906,33.109650582999166,33.22009225000147,right,0,0.10215929200057872,None,33.22016133299985,33.519217207998736,20,0.17825513856725003,0.1318913769831322,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,37,37,0,,,,0.26,0.25,left,0.25,0.25,-0.18,0.21,0.18,0.18,3,45,2.5,,,,,right,0,0.11190295800042804,None,,,,,,,,,,,,,0,37,37,37,,,,,33.52550341599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.51980304099925,33.52550341599999,33.64225683300174,right,0,0.11190295800042804,None,33.64231537500018,33.936322333000135,20,0.17650902855233366,0.1305770755038975,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,38,38,0,,,,0.27,0.26,left,0.52,0.2,-0.18,0.15,0.18,-0.18,20,4,1.0,,,,,right,0,0.34523424999861163,None,,,,,,,,,,,,,0,38,38,38,,,,,33.94221016600204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.93691962500088,33.94221016600204,33.94422354099879,right,0,0.34523424999861163,None,33.94428295800026,34.236193083001126,20,0.1808353162817254,0.13162226519316692,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,39,39,0,,,,0.23,0.22,left,0.6,0.15,-0.18,-0.2,0.18,0.2,30,15,1.5,,,,,right,0,0.0883821249990433,None,,,,,,,,,,,,,0,39,39,39,,,,,34.24202666600104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.23682225000084,34.24202666600104,34.33664483300163,right,0,0.0883821249990433,None,34.33670341600009,34.63625412500187,20,0.17852398649965834,0.13076565965999326,,,,,,,,,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Это было сложно?,5.026666666666666,11.098990250000497,"[(np.float64(5.026666666666666), 11.098990250000497)]",,,,,,,,,,,,,0,0,0,0,34.65738370799954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.64678562500194,34.65738370799954,34.65738370799954,45.751873290999356,5.026666666666666,11.098990250000497,"[(np.float64(5.026666666666666), 11.098990250000497)]",,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,Вы могли контролировать ситуацию?,5.026666666666666,0.27311345800262643,"[(np.float64(5.026666666666666), 0.27311345800262643)]",,,,,,,,,,,,,0,1,1,1,45.7592895830021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.75390754100226,45.7592895830021,45.7592895830021,46.03515758299909,5.026666666666666,0.27311345800262643,"[(np.float64(5.026666666666666), 0.27311345800262643)]",,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,Насколько результат зависел от Вас?,5.026666666666666,0.13975408300029812,"[(np.float64(5.026666666666666), 0.13975408300029812)]",,,,,,,,,,,,,0,2,2,2,46.042575415998726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.03762245799953,46.042575415998726,46.042575415998726,46.18523279100191,5.026666666666666,0.13975408300029812,"[(np.float64(5.026666666666666), 0.13975408300029812)]",,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,Насколько успешно получалось сравнивать квадраты?,5.026666666666666,0.18962483300128952,"[(np.float64(5.026666666666666), 0.18962483300128952)]",,,,,,,,,,,,,0,3,3,3,46.192345415998716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.18719991599937,46.192345415998716,46.192345415998716,46.38521733300149,5.026666666666666,0.18962483300128952,"[(np.float64(5.026666666666666), 0.18962483300128952)]",,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,Вы довольны результатом?,5.026666666666666,0.20625016700068954,"[(np.float64(5.026666666666666), 0.20625016700068954)]",,,,,,,,,,,,,0,4,4,4,46.392534624999826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.38700483299908,46.392534624999826,46.392534624999826,46.60186516600152,5.026666666666666,0.20625016700068954,"[(np.float64(5.026666666666666), 0.20625016700068954)]",,,,,,,,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.60464716600109,46.60754699999961,46.60754699999961,47.720640708001156,space,1.1033476249976957,None,,,,,,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.720910625001125,47.73081608299981,47.73081608299981,51.12599945799957,    ,,,,,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.126060208000126,51.133939750001446,52.12436583300223,52.119557000001805,,,,,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.119595915999525,52.12436583300223,53.123790624998946,53.11973704100092,у,у,у,2026-04-08_19h37.02.487,4_calibr_sum,,2025.1.1,None,2026-04-08 19h37.10.711578 +0400,
