Text,thisN,thisTrialN,thisRepN,BJW_slider.response,BJW_slider.rt,BJW_slider.history,w1,w2,corr_answ,op1,op2,xPos1,yPos1,xPos2,yPos2,or1,or2,time,resp_tren.keys,resp_tren.corr,resp_tren.rt,resp_tren.duration,resp.keys,resp.corr,resp.rt,resp.duration,q_sl,sl_h.response,sl_h.rt,sl_h.history,BJW_trials.thisRepN,BJW_trials.thisTrialN,BJW_trials.thisN,BJW_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_L.thisRepN,loop_L.thisTrialN,loop_L.thisN,loop_L.thisIndex,l_slid.thisRepN,l_slid.thisTrialN,l_slid.thisN,l_slid.thisIndex,thisRow.t,notes,Main_instr.started,main_instr_text.started,main_instr_key.started,Main_instr.stopped,main_instr_key.keys,main_instr_key.rt,main_instr_key.duration,instr_BJW.started,BJW_inst_text.started,BJW_key_resp.started,instr_BJW.stopped,BJW_key_resp.keys,BJW_key_resp.rt,BJW_key_resp.duration,BJW.started,BJW_text.started,BJW.stopped,BJW_trials.BJW_slider.response,BJW_trials.BJW_slider.rt,BJW_trials.BJW_slider.history,instr.started,instr.stopped,resp_instr.keys,resp_instr.rt,resp_instr.duration,instr_2.started,text_3.started,key_resp.started,instr_2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,tren.started,pol_1.started,pol_2.started,text_tren.started,tren.stopped,trials.resp_tren.keys,trials.resp_tren.corr,trials.resp_tren.rt,trials.resp_tren.duration,fb_tren.started,text_fb_tren.started,fb_tren.stopped,text_fb_tren.stopped,instr3.started,instr3.stopped,reesp_instr.keys,reesp_instr.rt,reesp_instr.duration,task_L.started,resp.started,task_L.stopped,loop_L.resp.keys,loop_L.resp.corr,loop_L.resp.rt,loop_L.resp.duration,fb_task.started,fb_task.stopped,corr_sum,mean_rt,sd_rt,slider.started,sl_h.started,text_sl.started,slider.stopped,l_slid.sl_h.response,l_slid.sl_h.rt,l_slid.sl_h.history,fin_sum.started,text_5.started,key_resp_2.started,text_5.stopped,key_resp_2.stopped,fin_sum.stopped,key_resp_2.keys,Get_points.started,gp_key_resp.started,Get_points.stopped,gp_key_resp.keys,gp_key_resp.rt,gp_key_resp.duration,get_textbox.text,thanks.started,text_th.started,text_th.stopped,thanks.stopped,name,gender,ag,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,12,12,0,,,,0.2,0.21,right,0.13,0.85,-0.2,-0.2,0.2,0.2,0,45,1.0,,,,,right,1,0.10894829203607515,None,,,,,,,,,,,,,0,12,12,9,,,,,16.52843574999133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.52035537501797,16.52843574999133,16.65435075003188,right,1,0.10894829203607515,None,16.657224167021923,16.952007208019495,8,0.13469763146713376,0.045336692557213676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,13,13,0,,,,0.26,0.27,right,0.15,0.5,-0.3,-0.2,0.3,0.2,5,45,1.0,,,,,right,1,0.10372470901347697,None,,,,,,,,,,,,,0,13,13,10,,,,,16.96110829198733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.95316350000212,16.96110829198733,17.071656375017483,right,1,0.10372470901347697,None,17.071724082983565,17.370002833020408,9,0.13248527986330114,0.044409782486527494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,14,14,0,,,,0.17,0.18,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.5,,,,,right,0,0.0989440829725936,None,,,,,,,,,,,,,0,14,14,30,,,,,17.379174458037596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.371183417038992,17.379174458037596,17.485428375017364,right,0,0.0989440829725936,None,17.48723583301762,17.785330249986146,9,0.1302492000705873,0.04371209902935345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,15,15,0,,,,0.17,0.16,left,0.3,0.18,-0.3,-0.2,0.3,0.2,5,45,1.5,,,,,right,0,0.08347116596996784,None,,,,,,,,,,,,,0,15,15,21,,,,,17.796634750033263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.78652837499976,17.796634750033263,17.889816750015598,right,0,0.08347116596996784,None,17.889903250033967,18.18546404200606,9,0.12732557293929858,0.0438125531154841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,16,16,0,,,,0.17,0.18,right,0.5,0.2,-0.2,-0.22,0.2,0.18,7,45,0.5,,,,,right,1,0.08984908403363079,None,,,,,,,,,,,,,0,16,16,2,,,,,18.194456750003155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.186523583019152,18.194456750003155,18.287067542027216,right,1,0.08984908403363079,None,18.288758750015404,18.585293582989834,10,0.12512107359190636,0.04340947801989479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,17,17,0,,,,0.16,0.17,right,0.49,0.78,-0.2,0.15,0.2,-0.18,30,5,0.7,,,,,right,1,0.09204041602788493,None,,,,,,,,,,,,,0,17,17,7,,,,,18.59420966700418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.586141792009585,18.59420966700418,18.701825958036352,right,1,0.09204041602788493,None,18.701980874990113,19.002051707997452,11,0.12328325928279406,0.042861560797757436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,18,18,0,,,,0.28,0.27,left,0.13,0.85,-0.18,-0.22,0.18,0.18,5,45,1.5,,,,,right,0,0.09858229098608717,None,,,,,,,,,,,,,0,18,18,24,,,,,19.018487333029043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00371008302318,19.018487333029043,19.121180707996245,right,0,0.09858229098608717,None,19.12311987503199,19.435040042037144,11,0.12198320831980948,0.04208141633193519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,19,19,0,,,,0.15,0.14,left,0.8,0.16,-0.3,0.15,0.3,-0.18,30,15,1.0,,,,,right,0,0.2479832919780165,None,,,,,,,,,,,,,0,19,19,11,,,,,19.452248624991626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.436722291982733,19.452248624991626,19.703825875010807,right,0,0.2479832919780165,None,19.70393358299043,20.00204049999593,11,0.12828321250271985,0.04936004783086873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,20,20,0,,,,0.15,0.14,left,0.8,0.16,-0.3,0.15,0.3,-0.18,30,15,0.5,,,,,right,0,0.08093612501397729,None,,,,,,,,,,,,,0,20,20,1,,,,,20.011951541993767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.003245417028666,20.011951541993767,20.10339533298975,right,0,0.08093612501397729,None,20.103530541993678,20.402550750004593,11,0.12602858928897018,0.04921444004530148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,21,21,0,,,,0.27,0.26,left,0.52,0.2,-0.18,0.15,0.18,-0.18,20,4,1.5,,,,,right,0,0.10782445798395202,None,,,,,,,,,,,,,0,21,21,38,,,,,20.412783582985867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.403611416986678,20.412783582985867,20.527543457981665,right,0,0.10782445798395202,None,20.527634583006147,20.82716408302076,11,0.12520112877510572,0.04823220844148852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,22,22,0,,,,0.19,0.2,right,0.52,0.2,-0.2,0.2,0.2,-0.2,36,10,1.5,,,,,right,1,0.08460491703590378,None,,,,,,,,,,,,,0,22,22,34,,,,,20.851726958004292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.827736750012264,20.851726958004292,20.938837499998044,right,1,0.08460491703590378,None,20.941112750035245,21.23629733303096,12,0.1234360760907926,0.047893000505302666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,23,23,0,,,,0.16,0.15,left,0.17,0.7,-0.3,-0.22,0.3,0.18,6,47,1.5,,,,,right,0,0.10779862501658499,None,,,,,,,,,,,,,0,23,23,27,,,,,21.245335582992993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.23744620801881,21.245335582992993,21.36041041702265,right,0,0.10779862501658499,None,21.36189566698158,21.660163082997315,12,0.12278451562936728,0.046988628753615314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,24,24,0,,,,0.2,0.21,left,0.15,0.6,-0.3,0.21,0.3,0.18,6,47,1.5,,,,,right,0,0.0840147910057567,None,,,,,,,,,,,,,0,24,24,33,,,,,21.669790250016376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.660702333028894,21.669790250016376,21.77062958298484,right,0,0.0840147910057567,None,21.770684249990154,22.068798499996774,12,0.12123372664442286,0.04666189771407801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,25,25,0,,,,0.18,0.17,left,0.4,0.19,-0.3,0.2,0.3,-0.2,45,5,0.7,,,,,right,0,0.061286167008802295,None,,,,,,,,,,,,,0,25,25,6,,,,,22.078610333031975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.07001362502342,22.078610333031975,22.154951042030007,right,0,0.061286167008802295,None,22.155102582997642,22.452948958030902,12,0.11892805127382207,0.047185724597864666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,26,26,0,,,,0.18,0.19,right,0.51,0.8,-0.2,-0.2,0.2,0.2,45,3,0.5,,,,,right,1,0.09986195800593123,None,,,,,,,,,,,,,0,26,26,3,,,,,22.462504625029396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.454135707987007,22.462504625029396,22.570523875008803,right,1,0.09986195800593123,None,22.5729454170214,22.86921708303271,13,0.1182218996713076,0.04644345830092715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,27,27,0,,,,0.24,0.23,left,0.7,0.16,-0.18,0.2,0.18,-0.2,6,47,1.5,,,,,right,0,0.10965708299772814,None,,,,,,,,,,,,,0,27,27,35,,,,,22.881704042025376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.870667583018076,22.881704042025376,23.00522833300056,right,0,0.10965708299772814,None,23.007547624991275,23.318453999992926,13,0.1179160133615369,0.04563425887897584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,28,28,0,,,,0.18,0.19,left,0.4,0.19,-0.3,0.2,0.3,-0.2,45,5,1.5,,,,,right,0,0.07367345900274813,None,,,,,,,,,,,,,0,28,28,31,,,,,23.335999667004216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.31960024998989,23.335999667004216,23.418897458002903,right,0,0.07367345900274813,None,23.419097832986154,23.709692917007487,13,0.11639040803882005,0.045561441379179834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,29,29,0,,,,0.26,0.25,left,0.25,0.25,-0.18,0.21,0.18,0.18,3,45,1.5,,,,,right,0,0.10684566700365394,None,,,,,,,,,,,,,0,29,29,37,,,,,23.719574625021778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.71021724998718,23.719574625021778,23.836649833014235,right,0,0.10684566700365394,None,23.83673954202095,24.135022083006334,13,0.11607225000431451,0.04482840194240163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,30,30,0,,,,0.14,0.15,right,0.47,0.75,-0.2,-0.2,0.2,0.2,35,8,0.5,,,,,right,1,0.08647095900960267,None,,,,,,,,,,,,,0,30,30,4,,,,,24.144883917004336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.13618412503274,24.144883917004336,24.25321062502917,right,1,0.08647095900960267,None,24.25590154202655,24.55222362501081,14,0.11511736964964639,0.04440849212546988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,31,31,0,,,,0.16,0.17,right,0.49,0.78,-0.2,0.15,0.2,-0.18,30,5,1.0,,,,,right,1,0.09858595801051706,None,,,,,,,,,,,,,0,31,31,17,,,,,24.561395500029903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.553311875031795,24.561395500029903,24.671082791988738,right,1,0.09858595801051706,None,24.67123520799214,24.97004233300686,15,0.11460076303592359,0.04380364093485512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,32,32,0,,,,0.23,0.17,right,0.52,0.2,-0.3,-0.22,0.3,0.18,36,10,1.5,,,,,right,1,0.06962254096288234,None,,,,,,,,,,,,,0,32,32,29,,,,,24.980957666994072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.971315250033513,24.980957666994072,25.053082292026374,right,1,0.06962254096288234,None,25.053167125035543,25.343206292018294,16,0.1132377866094678,0.04381850408122994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,33,33,0,,,,0.21,0.2,left,0.16,0.7,-0.18,0.15,0.18,-0.18,5,45,1.0,,,,,right,0,0.13107641699025407,None,,,,,,,,,,,,,0,33,33,18,,,,,25.353613874991424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.343869832984637,25.353613874991424,25.487542500020936,right,0,0.13107641699025407,None,25.489204499986954,25.784146875026636,16,0.11376245220890269,0.043274391393217135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,34,34,0,,,,0.22,0.23,right,0.15,0.5,-0.2,0.15,0.2,-0.18,45,3,1.5,,,,,right,1,0.1507265829714015,None,,,,,,,,,,,,,0,34,34,23,,,,,25.795021583035123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.785192249983083,25.795021583035123,25.952479625004344,right,1,0.1507265829714015,None,25.95397704199422,26.25100550003117,17,0.11481857023068837,0.04309397995536961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,35,35,0,,,,0.14,0.13,left,0.15,0.5,-0.3,0.21,0.3,0.18,45,5,0.5,,,,,right,0,0.12417516700224951,None,,,,,,,,,,,,,0,35,35,0,,,,,26.259656042035203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.252095250005368,26.259656042035203,26.387470874993596,right,0,0.12417516700224951,None,26.388912249996793,26.686665416986216,17,0.11507847569656507,0.042519048955303416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,36,36,0,,,,0.13,0.14,right,0.46,0.25,-0.2,0.2,0.2,-0.2,10,25,1.0,,,,,right,1,0.10460899997269735,None,,,,,,,,,,,,,0,36,36,13,,,,,26.69762204203289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.687750625016633,26.69762204203289,26.810531875002198,right,1,0.10460899997269735,None,26.81253633298911,27.107355708023533,18,0.11479551689321729,0.04197487999045856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,37,37,0,,,,0.14,0.15,right,0.47,0.75,-0.2,-0.2,0.2,0.2,35,8,1.0,,,,,right,1,0.11856979096774012,None,,,,,,,,,,,,,0,37,37,15,,,,,27.117739791981876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.108235499996226,27.117739791981876,27.24219775001984,right,1,0.11856979096774012,None,27.24224170803791,27.53594495798461,19,0.11489483989517842,0.0414233028208869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,38,38,0,,,,0.25,0.24,left,0.8,0.17,-0.18,-0.2,0.18,0.2,25,4,1.5,,,,,right,0,0.09879129199543968,None,,,,,,,,,,,,,0,38,38,36,,,,,27.54653087502811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.537110958015546,27.54653087502811,27.64648637501523,right,0,0.09879129199543968,None,27.64827054203488,27.941113999986555,19,0.11448192841056973,0.04096793478630495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,39,39,0,,,,0.12,0.13,right,0.45,0.85,-0.2,0.0,0.2,0.2,5,10,1.0,,,,,right,1,0.08746362500824034,None,,,,,,,,,,,,,0,39,39,12,,,,,27.950829667039216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.941869750036858,27.950829667039216,28.04272112500621,right,1,0.08746362500824034,None,28.04400620801607,28.335530625015963,20,0.1138064708255115,0.04067192967708635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,Это было сложно?,5.151761517615176,1.915795042004902,"[(np.float64(5.151761517615176), 1.915795042004902)]",,,,,,,,,,,,,0,0,0,0,28.360297542007174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.34746245801216,28.360297542007174,28.360297542007174,30.267544125032146,5.151761517615176,1.915795042004902,"[(np.float64(5.151761517615176), 1.915795042004902)]",,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,Вы могли контролировать ситуацию?,5.151761517615176,0.10614554205676541,"[(np.float64(5.151761517615176), 0.10614554205676541)]",,,,,,,,,,,,,0,1,1,1,30.27779816702241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.27098312502494,30.27779816702241,30.27779816702241,30.38411237503169,5.151761517615176,0.10614554205676541,"[(np.float64(5.151761517615176), 0.10614554205676541)]",,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,Насколько результат зависел от Вас?,5.151761517615176,0.12358041602419689,"[(np.float64(5.151761517615176), 0.12358041602419689)]",,,,,,,,,,,,,0,2,2,2,30.393593707995024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.38675545802107,30.393593707995024,30.393593707995024,30.516462000028696,5.151761517615176,0.12358041602419689,"[(np.float64(5.151761517615176), 0.12358041602419689)]",,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,Насколько успешно получалось сравнивать квадраты?,5.151761517615176,0.10763720801332965,"[(np.float64(5.151761517615176), 0.10763720801332965)]",,,,,,,,,,,,,0,3,3,3,30.52587566699367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.518997250008397,30.52587566699367,30.52587566699367,30.634123041993007,5.151761517615176,0.10763720801332965,"[(np.float64(5.151761517615176), 0.10763720801332965)]",,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,Вы довольны результатом?,5.151761517615176,0.11563483398640528,"[(np.float64(5.151761517615176), 0.11563483398640528)]",,,,,,,,,,,,,0,4,4,4,30.642402333032805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.635817042028066,30.642402333032805,30.642402333032805,30.757009875029325,5.151761517615176,0.11563483398640528,"[(np.float64(5.151761517615176), 0.11563483398640528)]",,,,,,,,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.760776332987007,30.76607341703493,30.76607341703493,32.063485708029475,32.063485708029475,32.052002542011905,None,,,,,,,,,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.05327254201984,32.063485708029475,39.97401516698301,space,7.89470133301802,None,"Введите номер строки для получения баллов. 

Нажмите "пробел", чтобы завершить.5555 ",,,,,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.974072791985236,39.984685333038215,40.97579550003866,40.96877954201773,,,,2025-12-30_18h25.10.488,4_calibr_sum,,2025.1.1,120.94262728464554,2025-12-30 18h33.52.503229 +0400,
